"arquivo_climatico","uf","municipio","lat","long","alt","populacao","zbb","tbsm","cdh","cdd10","cdd24","hdd18"
"BRA_RS_Quarai.869820_INMET","RS","Quarai",-30.37,-56.44,124,23579,2,19.05133562,17307,3340.1,202.1,735.6
"BRA_RS_Rio.Pardo.869780_INMET","RS","Rio Pardo",-29.87,-52.38,111,38934,2,18.79203196,20266,3229,73.5,600.7
"BRA_RS_Santa.Maria.839360_INMET","RS","Santa Maria",-29.68,-53.81,95,276108,2,19.04189498,21603,3318.6,129.6,589.9
"BRA_RS_Santana.do.Livramento.839530_INMET","RS","Santana do Livramento",-30.89,-55.53,328,82968,2,17.5811758,13597,2831.7,60.8,878.8
"BRA_RS_Santiago.869760_INMET","RS","Santiago",-29.19,-54.89,394,50635,2,18.62526256,21944,3191.7,98.2,728.6
"BRA_RS_Santo.Augusto.869520_INMET","RS","Santo Augusto",-27.85,-53.78,550,14349,2,19.04808219,12281,3316.3,70.6,489.7
"BRA_RS_Sao.Borja.869600_INMET","RS","Sao Borja",-28.66,-56,83,62990,2,20.6626484,23632,3907.6,299.7,445.6
"BRA_RS_Sao.Gabriel.869840_INMET","RS","Sao Gabriel",-30.34,-54.31,126,62785,2,19.07505708,38242,3334.3,148.1,643.1
"BRA_RS_Sao.Jose.dos.Ausentes.869670_INMET","RS","Sao Jose dos Ausentes",-28.75,-50.07,1244,3470,1,13.8006621,38196,1490.4,0,1554.4
"BRA_RS_Sao.Luiz.Gonzaga.869610_INMET","RS","Sao Luiz Gonzaga",-28.41,-54.96,245,35193,2,20.26398402,20849,3765.1,211.3,454.6
"BRA_RS_Soledade.869640_INMET","RS","Soledade",-28.85,-52.54,667,31261,2,17.40107306,15099,2760.5,16,838.1
"BRA_RS_Torres.869810_INMET","RS","Torres",-29.33,-49.73,5,37107,3,18.85308219,23481,3232.3,12.3,392.2
"BRA_RS_Tramandai.869900_INMET","RS","Tramandai",-30.01,-50.14,1,46369,2,18.97011416,24098,3276,12.8,400.2
"BRA_RS_Uruguaiana.869730_INMET","RS","Uruguaiana",-29.75,-57.09,62,129652,2,19.55009132,22380,3514.3,206.4,581.6
"BRA_RS_Vacaria.869660_INMET","RS","Vacaria",-28.51,-50.88,986,64857,1,15.64365297,8668,2142.4,0,1119.2
"BRA_SC_Ararangua.869710_INMET","SC","Ararangua",-28.93,-49.5,12,65769,2,19.36913242,29427,3420.9,49.2,427.6
"BRA_SC_Cacador.869430_INMET","SC","Cacador",-26.82,-50.84,952,75812,2,16.46221461,38239,2373.5,0,848.7
"BRA_SC_Curitibanos.AP.869560_INMET","SC","Curitibanos",-27.29,-50.6,982,39231,2,16.08818493,38230,2246.9,0,937.5
"BRA_SC_Dionisio.Cerqueira.869360_INMET","SC","Dionisio Cerqueira",-26.29,-53.63,810,15339,2,19.20011416,18681,3375.6,43.1,507.5
"BRA_SC_Florianopolis.838970_INMET","SC","Florianopolis",-27.6,-48.55,2,469690,3,20.91254566,28602,3983.1,71.4,148.3
"BRA_SC_Indaial.838720_INMET","SC","Indaial",-26.92,-49.27,86,63489,3,19.95671233,29916,3638.3,60.9,263.2
"BRA_SC_Itapoa.869470_INMET","SC","Itapoa",-26.12,-48.62,2,18137,5,19.94311644,32561,3631.2,38.1,224.2
"BRA_SC_Ituporanga.869570_INMET","SC","Ituporanga",-27.42,-49.65,484,24061,2,18.15084475,38233,2988.5,20.5,652.4
"BRA_SC_Joacaba-Santa.Terezinha.Muni.AP.869550_INMET","SC","Joacaba",-27.17,-51.56,776,29008,2,17.61929224,38242,2795.5,2.3,627.2
"BRA_SC_Major.Vieira.869420_INMET","SC","Major Vieira",-26.4,-50.36,808,7899,2,16.9647032,14683,2563.4,3.3,817.5
"BRA_SC_Novo.Horizonte.869380_INMET","SC","Novo Horizonte",-26.41,-52.85,960,2606,2,18.10191781,14884,2983.7,15.7,628
"BRA_SC_Rio.Negrinho.869450_INMET","SC","Rio Negrinho",-26.25,-49.58,869,41602,3,16.40135845,11029,2348.8,0.6,870.7
"BRA_SC_Santa.Marta.839250_INMET","SC","Laguna",-28.6,-48.81,52,44650,2,19.42950913,26524,3441.8,8.7,238.3
"BRA_SC_Sao.Joaquim.869690_INMET","SC","Sao Joaquim",-28.28,-49.93,1410,26247,1,13.63542237,1967,1424.8,0,1620.1
"BRA_SC_Sao.Miguel.do.Oeste.AP.869370_INMET","SC","Sao Miguel do Oeste",-26.78,-53.5,665,38984,2,19.65262557,19770,3560.4,120.4,482.6
"BRA_SC_Urubici.869680_INMET","SC","Urubici",-28.13,-49.48,1810,11102,1,10.83398402,38214,646,0,2615.6
